customer_id;age;gender;item_purchased;category;location;size;color;season;review_rating;product_rating;subscription_status;shipping_type;discount_applied;payment_method;frequency_of_purchases;age_group;total_purchase_amount;total_previous_purchase;total_spending;spending_category;freq_of_puchase_days;customer_segmentation
150;38;Male;Pants;Clothing;Delaware;M;White;Summer;3,2;average_rated;Yes;Free Shipping;Yes;PayPal;Monthly;mid_adult;76;14;90;medium_disc_speding;30;loyal
151;35;Male;Boots;Footwear;California;L;Cyan;Fall;4,9;top_rated;Yes;Standard;Yes;Debit Card;Every 3 Months;early_adult;96;17;113;high_disc_spending;90;returning
152;28;Male;Sunglasses;Accessories;North Dakota;L;Turquoise;Fall;4,5;top_rated;Yes;Next Day Air;Yes;Venmo;Annually;early_adult;47;3;50;low_disc_spending;365;new
153;30;Male;Shirt;Clothing;South Carolina;S;Brown;Summer;4,3;highly_rated;Yes;Express;Yes;Venmo;Annually;early_adult;85;42;127;high_disc_spending;365;new
154;69;Male;Hoodie;Clothing;North Carolina;M;Maroon;Winter;3,2;average_rated;Yes;Standard;Yes;Debit Card;Annually;senior;55;22;77;medium_disc_speding;365;new
155;41;Male;Dress;Clothing;Oklahoma;M;Charcoal;Fall;3,6;average_rated;Yes;Next Day Air;Yes;Venmo;Quarterly;mid_adult;98;21;119;high_disc_spending;90;returning
156;63;Male;Socks;Clothing;Maine;S;Olive;Spring;4,3;highly_rated;Yes;Free Shipping;Yes;Bank Transfer;Quarterly;senior;77;21;98;medium_disc_speding;90;returning
157;35;Male;Shorts;Clothing;Missouri;M;Lavender;Fall;4;highly_rated;Yes;Standard;Yes;Debit Card;Annually;early_adult;26;40;66;medium_disc_speding;365;new
158;36;Male;Hat;Accessories;Vermont;S;Yellow;Fall;3;average_rated;Yes;Next Day Air;Yes;Bank Transfer;Fortnightly;mid_adult;68;1;69;medium_disc_speding;14;loyal
159;25;Male;Shirt;Clothing;Connecticut;XL;Teal;Fall;4,1;highly_rated;Yes;Standard;Yes;Bank Transfer;Monthly;young;73;50;123;high_disc_spending;30;loyal
160;58;Male;Gloves;Accessories;New Hampshire;M;Charcoal;Fall;3,8;average_rated;Yes;Store Pickup;Yes;Bank Transfer;Every 3 Months;senior;27;39;66;medium_disc_speding;90;returning
161;27;Male;Gloves;Accessories;Texas;M;Orange;Summer;4,6;top_rated;Yes;Free Shipping;Yes;Venmo;Monthly;early_adult;23;34;57;medium_disc_speding;30;loyal
162;65;Male;Backpack;Accessories;North Dakota;M;Olive;Fall;3;average_rated;Yes;Express;Yes;Venmo;Fortnightly;senior;49;29;78;medium_disc_speding;14;loyal
163;54;Male;Sunglasses;Accessories;California;M;Turquoise;Summer;3;average_rated;Yes;Store Pickup;Yes;PayPal;Bi-Weekly;senior;74;31;105;high_disc_spending;14;loyal
164;54;Male;Skirt;Clothing;Virginia;M;Purple;Summer;3,4;average_rated;Yes;Standard;Yes;Debit Card;Weekly;senior;67;8;75;medium_disc_speding;7;loyal
165;59;Male;Handbag;Accessories;Delaware;S;Purple;Spring;2,6;poorly_rated;Yes;Free Shipping;Yes;Credit Card;Fortnightly;senior;65;5;70;medium_disc_speding;14;loyal
166;42;Male;Handbag;Accessories;Kentucky;S;Yellow;Winter;2,8;poorly_rated;Yes;Store Pickup;Yes;Cash;Monthly;mid_adult;60;7;67;medium_disc_speding;30;loyal
167;46;Male;Sneakers;Footwear;Delaware;XL;Indigo;Fall;4;highly_rated;Yes;Store Pickup;Yes;Cash;Monthly;mid_adult;31;30;61;medium_disc_speding;30;loyal
168;33;Male;Gloves;Accessories;Arkansas;M;Green;Fall;4;highly_rated;Yes;Express;Yes;Credit Card;Every 3 Months;early_adult;27;14;41;low_disc_spending;90;returning
169;34;Male;Shoes;Footwear;Louisiana;M;Magenta;Summer;3;average_rated;Yes;Express;Yes;Cash;Fortnightly;early_adult;80;5;85;medium_disc_speding;14;loyal
170;27;Male;Jacket;Outerwear;Nevada;S;Gold;Summer;3,3;average_rated;Yes;Standard;Yes;PayPal;Every 3 Months;early_adult;30;3;33;low_disc_spending;90;returning
171;52;Male;Shirt;Clothing;Wyoming;M;Maroon;Fall;2,6;poorly_rated;Yes;Store Pickup;Yes;Venmo;Bi-Weekly;senior;25;46;71;medium_disc_speding;14;loyal
172;29;Male;Shorts;Clothing;Virginia;M;Blue;Summer;3,6;average_rated;Yes;Store Pickup;Yes;Credit Card;Weekly;early_adult;35;4;39;low_disc_spending;7;loyal
173;54;Male;Jewelry;Accessories;Nebraska;M;Violet;Summer;3,9;average_rated;Yes;Next Day Air;Yes;Credit Card;Bi-Weekly;senior;67;42;109;high_disc_spending;14;loyal
174;25;Male;Hat;Accessories;Hawaii;M;Turquoise;Fall;3,4;average_rated;Yes;Standard;Yes;Cash;Annually;young;46;30;76;medium_disc_speding;365;new
175;41;Male;Shoes;Footwear;Vermont;L;Brown;Winter;3,5;average_rated;Yes;Express;Yes;Venmo;Annually;mid_adult;35;37;72;medium_disc_speding;365;new
176;53;Male;Coat;Outerwear;Oklahoma;L;Violet;Fall;2,8;poorly_rated;Yes;Next Day Air;Yes;Bank Transfer;Annually;senior;86;2;88;medium_disc_speding;365;new
177;53;Male;Backpack;Accessories;New Hampshire;L;Black;Spring;2,7;poorly_rated;Yes;Next Day Air;Yes;Credit Card;Quarterly;senior;81;30;111;high_disc_spending;90;returning
178;21;Male;Hoodie;Clothing;Kansas;L;Magenta;Fall;3,7;average_rated;Yes;Next Day Air;Yes;Bank Transfer;Monthly;young;42;47;89;medium_disc_speding;30;loyal
179;61;Male;Skirt;Clothing;Idaho;L;Lavender;Fall;4,3;highly_rated;Yes;2-Day Shipping;Yes;PayPal;Quarterly;senior;43;21;64;medium_disc_speding;90;returning
180;64;Male;Boots;Footwear;Illinois;M;Violet;Fall;4,9;top_rated;Yes;Store Pickup;Yes;Bank Transfer;Fortnightly;senior;31;9;40;low_disc_spending;14;loyal
181;51;Male;Sandals;Footwear;South Dakota;L;Green;Fall;3,3;average_rated;Yes;Store Pickup;Yes;Debit Card;Fortnightly;senior;81;12;93;medium_disc_speding;14;loyal
182;32;Male;Pants;Clothing;Massachusetts;M;Beige;Summer;4,7;top_rated;Yes;Next Day Air;Yes;Bank Transfer;Weekly;early_adult;61;4;65;medium_disc_speding;7;loyal
183;38;Male;Gloves;Accessories;Alabama;XL;Purple;Summer;2,8;poorly_rated;Yes;Store Pickup;Yes;Debit Card;Annually;mid_adult;96;10;106;high_disc_spending;365;new
184;58;Male;Skirt;Clothing;Ohio;XL;Beige;Spring;3,6;average_rated;Yes;2-Day Shipping;Yes;Credit Card;Weekly;senior;29;26;55;medium_disc_speding;7;loyal
185;32;Male;Sneakers;Footwear;Hawaii;L;Cyan;Spring;3;average_rated;Yes;Express;Yes;Cash;Fortnightly;early_adult;33;40;73;medium_disc_speding;14;loyal
186;46;Male;T-shirt;Clothing;Wisconsin;XL;Silver;Summer;4,5;top_rated;Yes;Store Pickup;Yes;Bank Transfer;Fortnightly;mid_adult;32;34;66;medium_disc_speding;14;loyal
187;39;Male;Backpack;Accessories;Minnesota;S;Lavender;Summer;2,9;poorly_rated;Yes;Standard;Yes;Debit Card;Annually;mid_adult;56;31;87;medium_disc_speding;365;new
188;19;Male;Shoes;Footwear;Georgia;S;Purple;Spring;3,3;average_rated;Yes;Store Pickup;Yes;Bank Transfer;Bi-Weekly;young;94;1;95;medium_disc_speding;14;loyal
189;50;Male;Hoodie;Clothing;Arkansas;M;Pink;Spring;3,1;average_rated;Yes;Express;Yes;Bank Transfer;Bi-Weekly;mid_adult;53;5;58;medium_disc_speding;14;loyal
190;36;Male;Blouse;Clothing;West Virginia;M;Maroon;Fall;4,4;highly_rated;Yes;Next Day Air;Yes;Credit Card;Weekly;mid_adult;82;4;86;medium_disc_speding;7;loyal
191;65;Male;Coat;Outerwear;Indiana;XL;Beige;Fall;3;average_rated;Yes;Free Shipping;Yes;Venmo;Quarterly;senior;70;48;118;high_disc_spending;90;returning
192;64;Male;Hat;Accessories;Utah;M;Gray;Fall;3,9;average_rated;Yes;Free Shipping;Yes;Cash;Every 3 Months;senior;76;29;105;high_disc_spending;90;returning
193;46;Male;Shoes;Footwear;Nebraska;L;Turquoise;Summer;2,9;poorly_rated;Yes;Express;Yes;PayPal;Bi-Weekly;mid_adult;29;12;41;low_disc_spending;14;loyal
194;36;Male;Belt;Accessories;North Dakota;S;Silver;Fall;3;average_rated;Yes;Standard;Yes;Venmo;Annually;mid_adult;100;29;129;high_disc_spending;365;new
195;51;Male;Backpack;Accessories;Missouri;M;Olive;Spring;3,1;average_rated;Yes;Express;Yes;Debit Card;Quarterly;senior;94;15;109;high_disc_spending;90;returning
196;51;Male;Jacket;Outerwear;New York;M;Magenta;Fall;4,3;highly_rated;Yes;Free Shipping;Yes;Credit Card;Monthly;senior;25;34;59;medium_disc_speding;30;loyal
197;38;Male;Boots;Footwear;Washington;M;Lavender;Summer;3,9;average_rated;Yes;Next Day Air;Yes;Credit Card;Fortnightly;mid_adult;88;41;129;high_disc_spending;14;loyal
198;59;Male;Scarf;Accessories;South Carolina;M;Black;Fall;3,2;average_rated;Yes;2-Day Shipping;Yes;Credit Card;Monthly;senior;78;41;119;high_disc_spending;30;loyal
199;57;Male;Jewelry;Accessories;Utah;M;Turquoise;Winter;4,8;top_rated;Yes;Standard;Yes;Credit Card;Fortnightly;senior;45;39;84;medium_disc_speding;14;loyal
200;54;Male;Hat;Accessories;Idaho;XL;Green;Summer;3,8;average_rated;Yes;Express;Yes;Cash;Weekly;senior;73;32;105;high_disc_spending;7;loyal
201;25;Male;Dress;Clothing;Pennsylvania;S;Teal;Summer;3,3;average_rated;Yes;Next Day Air;Yes;Venmo;Monthly;young;61;29;90;medium_disc_speding;30;loyal
202;69;Male;Blouse;Clothing;Missouri;S;Beige;Fall;4,3;highly_rated;Yes;Free Shipping;Yes;Bank Transfer;Annually;senior;22;15;37;low_disc_spending;365;new
203;57;Male;Hat;Accessories;Nebraska;L;Magenta;Spring;2,7;poorly_rated;Yes;Express;Yes;Venmo;Annually;senior;38;33;71;medium_disc_speding;365;new
204;70;Male;Scarf;Accessories;Indiana;S;Yellow;Fall;3,2;average_rated;Yes;Next Day Air;Yes;Bank Transfer;Weekly;senior;38;18;56;medium_disc_speding;7;loyal
205;24;Male;Sneakers;Footwear;Arizona;M;Yellow;Fall;4;highly_rated;Yes;Store Pickup;Yes;Cash;Bi-Weekly;young;100;35;135;high_disc_spending;14;loyal
206;67;Male;Shirt;Clothing;Hawaii;M;Silver;Winter;3;average_rated;Yes;Standard;Yes;PayPal;Weekly;senior;64;25;89;medium_disc_speding;7;loyal
207;24;Male;T-shirt;Clothing;Wisconsin;L;Silver;Summer;4,2;highly_rated;Yes;Free Shipping;Yes;Venmo;Fortnightly;young;55;6;61;medium_disc_speding;14;loyal
208;62;Male;Gloves;Accessories;Rhode Island;M;Silver;Summer;2,9;poorly_rated;Yes;Express;Yes;Bank Transfer;Bi-Weekly;senior;91;17;108;high_disc_spending;14;loyal
209;57;Male;Skirt;Clothing;Wisconsin;M;Gold;Spring;4,1;highly_rated;Yes;Store Pickup;Yes;Credit Card;Monthly;senior;38;17;55;medium_disc_speding;30;loyal
210;55;Male;Sandals;Footwear;Minnesota;S;Olive;Winter;3,2;average_rated;Yes;Store Pickup;Yes;Cash;Every 3 Months;senior;97;44;141;high_disc_spending;90;returning
211;45;Male;Jacket;Outerwear;Vermont;L;Teal;Fall;3;average_rated;Yes;2-Day Shipping;Yes;PayPal;Fortnightly;mid_adult;22;6;28;low_disc_spending;14;loyal
212;69;Male;Skirt;Clothing;South Dakota;L;Maroon;Fall;4,2;highly_rated;Yes;2-Day Shipping;Yes;Debit Card;Fortnightly;senior;92;45;137;high_disc_spending;14;loyal
213;67;Male;Handbag;Accessories;Virginia;L;Blue;Fall;4,2;highly_rated;Yes;Express;Yes;Debit Card;Annually;senior;84;7;91;medium_disc_speding;365;new
214;30;Male;Handbag;Accessories;Nevada;L;Peach;Fall;4,4;highly_rated;Yes;Store Pickup;Yes;Debit Card;Every 3 Months;early_adult;93;11;104;high_disc_spending;90;returning
215;24;Male;Jacket;Outerwear;Hawaii;L;Blue;Summer;4,2;highly_rated;Yes;Next Day Air;Yes;Cash;Every 3 Months;young;50;41;91;medium_disc_speding;90;returning
216;62;Male;Scarf;Accessories;New Jersey;S;Orange;Spring;2,8;poorly_rated;Yes;2-Day Shipping;Yes;PayPal;Bi-Weekly;senior;64;24;88;medium_disc_speding;14;loyal
217;43;Male;Shorts;Clothing;Massachusetts;L;Yellow;Spring;3,7;average_rated;Yes;Free Shipping;Yes;Venmo;Weekly;mid_adult;61;21;82;medium_disc_speding;7;loyal
218;35;Male;Sunglasses;Accessories;Oklahoma;M;Purple;Winter;3,5;average_rated;Yes;Next Day Air;Yes;Bank Transfer;Annually;early_adult;48;24;72;medium_disc_speding;365;new
219;28;Male;T-shirt;Clothing;California;S;Magenta;Spring;2,9;poorly_rated;Yes;Store Pickup;Yes;Credit Card;Quarterly;early_adult;45;8;53;medium_disc_speding;90;returning
220;32;Male;Belt;Accessories;Nevada;M;Cyan;Spring;3;average_rated;Yes;Free Shipping;Yes;Cash;Fortnightly;early_adult;88;12;100;medium_disc_speding;14;loyal
221;39;Male;Sneakers;Footwear;Arizona;S;Indigo;Spring;3,7;average_rated;Yes;Express;Yes;Debit Card;Fortnightly;mid_adult;57;48;105;high_disc_spending;14;loyal
222;28;Male;Hat;Accessories;North Carolina;XL;Magenta;Summer;4,4;highly_rated;Yes;Store Pickup;Yes;Bank Transfer;Quarterly;early_adult;68;6;74;medium_disc_speding;90;returning
223;47;Male;Gloves;Accessories;New York;XL;Gray;Spring;4,5;top_rated;Yes;2-Day Shipping;Yes;PayPal;Fortnightly;mid_adult;94;14;108;high_disc_spending;14;loyal
224;20;Male;Pants;Clothing;Wyoming;M;Turquoise;Spring;4,8;top_rated;Yes;Free Shipping;Yes;PayPal;Annually;young;41;34;75;medium_disc_speding;365;new
225;63;Male;Socks;Clothing;South Dakota;S;Beige;Summer;2,9;poorly_rated;Yes;Free Shipping;Yes;Cash;Every 3 Months;senior;83;12;95;medium_disc_speding;90;returning
226;25;Male;Jacket;Outerwear;Arkansas;M;Olive;Spring;3,2;average_rated;Yes;Next Day Air;Yes;Bank Transfer;Annually;young;22;11;33;low_disc_spending;365;new
227;29;Male;Shoes;Footwear;Texas;L;Violet;Spring;3,3;average_rated;Yes;Free Shipping;Yes;PayPal;Monthly;early_adult;74;5;79;medium_disc_speding;30;loyal
228;50;Male;Jeans;Clothing;Rhode Island;M;Turquoise;Winter;4,2;highly_rated;Yes;Standard;Yes;Venmo;Fortnightly;mid_adult;90;25;115;high_disc_spending;14;loyal
229;18;Male;Socks;Clothing;New Hampshire;M;White;Spring;2,9;poorly_rated;Yes;Store Pickup;Yes;Credit Card;Annually;young;79;11;90;medium_disc_speding;365;new
230;70;Male;Sandals;Footwear;Ohio;S;Silver;Spring;4,6;top_rated;Yes;Next Day Air;Yes;PayPal;Every 3 Months;senior;28;27;55;medium_disc_speding;90;returning
231;66;Male;Scarf;Accessories;Utah;L;Olive;Fall;4,1;highly_rated;Yes;Standard;Yes;Credit Card;Annually;senior;88;43;131;high_disc_spending;365;new
232;28;Male;Blouse;Clothing;Tennessee;M;Blue;Spring;3,1;average_rated;Yes;2-Day Shipping;Yes;Debit Card;Every 3 Months;early_adult;26;18;44;low_disc_spending;90;returning
233;54;Male;Jewelry;Accessories;Hawaii;L;Purple;Winter;4,2;highly_rated;Yes;Express;Yes;Bank Transfer;Bi-Weekly;senior;27;32;59;medium_disc_speding;14;loyal
234;19;Male;Sweater;Clothing;Arizona;XL;Yellow;Fall;4,5;top_rated;Yes;Next Day Air;Yes;Bank Transfer;Every 3 Months;young;83;27;110;high_disc_spending;90;returning
235;20;Male;Gloves;Accessories;South Dakota;S;Silver;Summer;3,7;average_rated;Yes;Next Day Air;Yes;Credit Card;Weekly;young;39;24;63;medium_disc_speding;7;loyal
236;43;Male;Sunglasses;Accessories;New Jersey;M;Cyan;Winter;3,7;average_rated;Yes;Free Shipping;Yes;Debit Card;Quarterly;mid_adult;89;31;120;high_disc_spending;90;returning
237;38;Male;Coat;Outerwear;North Dakota;L;Green;Winter;3,4;average_rated;Yes;Next Day Air;Yes;PayPal;Fortnightly;mid_adult;68;39;107;high_disc_spending;14;loyal
238;50;Male;Dress;Clothing;Iowa;M;Beige;Summer;3;average_rated;Yes;Store Pickup;Yes;Debit Card;Fortnightly;mid_adult;90;36;126;high_disc_spending;14;loyal
239;64;Male;Skirt;Clothing;Ohio;M;Peach;Fall;4,2;highly_rated;Yes;Free Shipping;Yes;Cash;Annually;senior;34;5;39;low_disc_spending;365;new
240;49;Male;Pants;Clothing;Vermont;L;Yellow;Summer;2,9;poorly_rated;Yes;Express;Yes;Credit Card;Bi-Weekly;mid_adult;51;47;98;medium_disc_speding;14;loyal
241;47;Male;Sweater;Clothing;Montana;XL;Turquoise;Winter;3,5;average_rated;Yes;Free Shipping;Yes;Bank Transfer;Fortnightly;mid_adult;45;29;74;medium_disc_speding;14;loyal
242;36;Male;Hoodie;Clothing;Delaware;M;Peach;Winter;4,1;highly_rated;Yes;Free Shipping;Yes;Venmo;Bi-Weekly;mid_adult;88;43;131;high_disc_spending;14;loyal
243;55;Male;Coat;Outerwear;New York;L;Gray;Summer;4,3;highly_rated;Yes;Store Pickup;Yes;Debit Card;Every 3 Months;senior;85;40;125;high_disc_spending;90;returning
244;25;Male;Jewelry;Accessories;Kentucky;M;Olive;Winter;2,8;poorly_rated;Yes;2-Day Shipping;Yes;Debit Card;Monthly;young;100;4;104;high_disc_spending;30;loyal
245;53;Male;Belt;Accessories;Oregon;S;Indigo;Spring;4,9;top_rated;Yes;2-Day Shipping;Yes;PayPal;Weekly;senior;42;39;81;medium_disc_speding;7;loyal
246;49;Male;Sandals;Footwear;Rhode Island;L;Charcoal;Summer;3,3;average_rated;Yes;Next Day Air;Yes;Venmo;Fortnightly;mid_adult;53;45;98;medium_disc_speding;14;loyal
247;35;Male;Sunglasses;Accessories;Nevada;XL;Beige;Spring;3,2;average_rated;Yes;Express;Yes;Venmo;Bi-Weekly;early_adult;86;20;106;high_disc_spending;14;loyal
248;29;Male;Sweater;Clothing;Montana;XL;Brown;Spring;4,4;highly_rated;Yes;Standard;Yes;Debit Card;Weekly;early_adult;66;14;80;medium_disc_speding;7;loyal
249;47;Male;Belt;Accessories;Pennsylvania;M;Blue;Winter;4,8;top_rated;Yes;Express;Yes;PayPal;Weekly;mid_adult;100;33;133;high_disc_spending;7;loyal
250;53;Male;Handbag;Accessories;Alaska;S;Teal;Fall;4,2;highly_rated;Yes;Standard;Yes;Credit Card;Annually;senior;47;18;65;medium_disc_speding;365;new
251;33;Male;Skirt;Clothing;Mississippi;L;Black;Fall;4;highly_rated;Yes;Express;Yes;Bank Transfer;Weekly;early_adult;25;9;34;low_disc_spending;7;loyal
252;21;Male;Handbag;Accessories;Wyoming;XL;Gold;Winter;2,5;poorly_rated;Yes;Standard;Yes;PayPal;Annually;young;51;34;85;medium_disc_speding;365;new
253;32;Male;Shorts;Clothing;Delaware;M;Violet;Summer;3,9;average_rated;Yes;Free Shipping;Yes;Venmo;Fortnightly;early_adult;41;33;74;medium_disc_speding;14;loyal
254;52;Male;Boots;Footwear;Oklahoma;L;Cyan;Winter;4,9;top_rated;Yes;2-Day Shipping;Yes;Bank Transfer;Bi-Weekly;senior;73;15;88;medium_disc_speding;14;loyal
255;67;Male;Sunglasses;Accessories;Indiana;M;White;Winter;3,5;average_rated;Yes;Store Pickup;Yes;PayPal;Bi-Weekly;senior;42;4;46;low_disc_spending;14;loyal
256;43;Male;Scarf;Accessories;Maryland;M;Charcoal;Spring;4,2;highly_rated;Yes;Free Shipping;Yes;Debit Card;Annually;mid_adult;20;25;45;low_disc_spending;365;new
257;58;Male;Jewelry;Accessories;South Dakota;XL;Violet;Spring;4,7;top_rated;Yes;Express;Yes;Credit Card;Every 3 Months;senior;30;20;50;low_disc_spending;90;returning
258;20;Male;Handbag;Accessories;West Virginia;M;Red;Summer;4,5;top_rated;Yes;Express;Yes;Credit Card;Quarterly;young;53;5;58;medium_disc_speding;90;returning
259;61;Male;Gloves;Accessories;Alabama;S;Lavender;Spring;2,8;poorly_rated;Yes;Express;Yes;Cash;Quarterly;senior;74;16;90;medium_disc_speding;90;returning
260;32;Male;Jeans;Clothing;Louisiana;M;Gold;Fall;2,9;poorly_rated;Yes;Standard;Yes;Debit Card;Annually;early_adult;57;13;70;medium_disc_speding;365;new
261;38;Male;Hat;Accessories;Montana;S;Red;Winter;3,2;average_rated;Yes;2-Day Shipping;Yes;Credit Card;Every 3 Months;mid_adult;57;11;68;medium_disc_speding;90;returning
262;21;Male;Jeans;Clothing;California;L;Magenta;Winter;4,9;top_rated;Yes;Standard;Yes;Credit Card;Annually;young;77;21;98;medium_disc_speding;365;new
263;37;Male;Pants;Clothing;Hawaii;M;Teal;Summer;3,8;average_rated;Yes;Next Day Air;Yes;Debit Card;Annually;mid_adult;40;6;46;low_disc_spending;365;new
264;27;Male;Shorts;Clothing;Iowa;M;Purple;Summer;4,3;highly_rated;Yes;Store Pickup;Yes;Venmo;Monthly;early_adult;46;29;75;medium_disc_speding;30;loyal
265;36;Male;Pants;Clothing;Colorado;S;Charcoal;Fall;3,9;average_rated;Yes;Store Pickup;Yes;Cash;Annually;mid_adult;78;15;93;medium_disc_speding;365;new
266;32;Male;Backpack;Accessories;Michigan;M;Gray;Spring;3,2;average_rated;Yes;2-Day Shipping;Yes;Bank Transfer;Bi-Weekly;early_adult;59;17;76;medium_disc_speding;14;loyal
267;51;Male;Jewelry;Accessories;Louisiana;L;White;Summer;3,1;average_rated;Yes;Express;Yes;Credit Card;Weekly;senior;75;32;107;high_disc_spending;7;loyal
268;64;Male;Sweater;Clothing;Maryland;M;Olive;Spring;3,9;average_rated;Yes;2-Day Shipping;Yes;Venmo;Annually;senior;54;42;96;medium_disc_speding;365;new
269;68;Male;Shoes;Footwear;Georgia;M;Charcoal;Spring;2,6;poorly_rated;Yes;Store Pickup;Yes;Cash;Monthly;senior;42;21;63;medium_disc_speding;30;loyal
270;68;Male;Blouse;Clothing;Georgia;M;Charcoal;Winter;3,3;average_rated;Yes;Next Day Air;Yes;Cash;Bi-Weekly;senior;44;9;53;medium_disc_speding;14;loyal
271;33;Male;Jeans;Clothing;North Dakota;XL;Orange;Fall;4,6;top_rated;Yes;Free Shipping;Yes;Bank Transfer;Annually;early_adult;52;16;68;medium_disc_speding;365;new
272;65;Male;Sunglasses;Accessories;Maryland;XL;Yellow;Summer;4,6;top_rated;Yes;Express;Yes;Credit Card;Fortnightly;senior;69;42;111;high_disc_spending;14;loyal
273;48;Male;Jewelry;Accessories;Oregon;M;Beige;Summer;4,4;highly_rated;Yes;2-Day Shipping;Yes;Debit Card;Bi-Weekly;mid_adult;26;37;63;medium_disc_speding;14;loyal
274;69;Male;Coat;Outerwear;North Dakota;S;Silver;Spring;4,2;highly_rated;Yes;Express;Yes;Debit Card;Quarterly;senior;33;32;65;medium_disc_speding;90;returning
275;59;Male;Jewelry;Accessories;Maryland;M;Indigo;Spring;3;average_rated;Yes;Express;Yes;Cash;Bi-Weekly;senior;32;28;60;medium_disc_speding;14;loyal
276;48;Male;Backpack;Accessories;Virginia;XL;Lavender;Winter;4;highly_rated;Yes;Express;Yes;Credit Card;Weekly;mid_adult;85;13;98;medium_disc_speding;7;loyal
277;25;Male;Skirt;Clothing;South Dakota;XL;Turquoise;Fall;3,5;average_rated;Yes;Express;Yes;Bank Transfer;Fortnightly;young;30;11;41;low_disc_spending;14;loyal
278;29;Male;Shirt;Clothing;Georgia;M;Green;Winter;3;average_rated;Yes;Store Pickup;Yes;Bank Transfer;Bi-Weekly;early_adult;29;36;65;medium_disc_speding;14;loyal
279;57;Male;Sweater;Clothing;Hawaii;M;Orange;Spring;3,7;average_rated;Yes;Express;Yes;Debit Card;Annually;senior;95;23;118;high_disc_spending;365;new
280;23;Male;Sneakers;Footwear;Arkansas;L;Turquoise;Summer;4;highly_rated;Yes;Standard;Yes;Bank Transfer;Monthly;young;69;37;106;high_disc_spending;30;loyal
281;45;Male;Sandals;Footwear;Montana;S;Cyan;Fall;4,2;highly_rated;Yes;2-Day Shipping;Yes;Cash;Bi-Weekly;mid_adult;69;21;90;medium_disc_speding;14;loyal
282;38;Male;Belt;Accessories;Oklahoma;XL;Charcoal;Spring;2,5;poorly_rated;Yes;Standard;Yes;Debit Card;Bi-Weekly;mid_adult;61;22;83;medium_disc_speding;14;loyal
283;21;Male;Skirt;Clothing;Minnesota;M;Teal;Summer;3;average_rated;Yes;2-Day Shipping;Yes;Cash;Monthly;young;94;9;103;high_disc_spending;30;loyal
284;32;Male;Sweater;Clothing;Montana;S;Maroon;Fall;3,2;average_rated;Yes;Next Day Air;Yes;Venmo;Annually;early_adult;30;16;46;low_disc_spending;365;new
285;63;Male;Skirt;Clothing;Ohio;M;Red;Summer;3,5;average_rated;Yes;Standard;Yes;PayPal;Quarterly;senior;45;4;49;low_disc_spending;90;returning
